id,source,description,text
70,ruslanmv_ai_medical_chatbot,Q. My period has been late by 13 days. What could be the reason?,"Patient: Hello doctor, I am a 24 year old female. My period has been late by 13 days. I am sexually active. I took a home pregnancy test but that was negative. My period has been fairly regular in the past with them happening 4 days prior or after my date. I have taken emergency morning after pill in the past (thrice in the last 4 months). What could be the reason? Is there a possibility that I could still be pregnant after a negative test, though I have not had any other symptoms of pregnancy nor am I having any sought of discomfort?

Doctor: Hello. The striking point in your history is that you have taken morning after pill thrice in the last 4 months. It has to be understood that the most common side effect of an emergency contraceptive pill is delaying the next 2-3 menstrual cycles.  As your pregnancy test is negative even after 13 days post period, it clearly indicates that you are not pregnant . Hence, the delay in periods is likely to be due to ipill side effect. Or another possible reason for the delay could be stress induced hormonal imbalance during this menstrual cycle. Stress including emotional, psychological, physical or social disturbances, all have a bearing on the reproductive hormones and can easily delay your menses, once pregnancy is ruled out.  It is suggested that you can wait for another week to allow your menses to resume naturally , if not then you may opt for a withdrawal bleed with progesterone pills to resume your menses.  As pregnancy test is negative, you can rest assured and wait for another week safely. For further queries, consult an obstetrician and gynaecologist online -->"
71,ruslanmv_ai_medical_chatbot,Q. Had blisters due to rough masturbation. How would they heal?,"Patient: Hi doctor, Yesterday night I did some rough masturbation. As a result two blisters appeared today at my penis. I have attached the picture. There is no itching and everything is normal except these blisters. How would they heal? Do I have to apply anything on them? Kindly guide.

Doctor: Hi. Revert back with the answers to a dermatologist online -->"
72,ruslanmv_ai_medical_chatbot,Q. Can I get pregnant with fingering after he touched his penis?,"Patient: Hi doctor, I had oral sex, and my partner ejaculated his sperms inside my mouth, and I sipped the sperm that came out. After that he touched his penis, then he grabbed my pants near my vagina twice. After that, he used the same fingers inside my vagina. It was my first time with the oral sex and fingering. I do not know that there were sperms in his hand. We did not have sex. But, can I get pregnant in this situation? I missed my periods this month. What is the cause?

Doctor: Hi. In your case, there is a chance that semen might have entered into the vagina. As you have not done any sexual intercourse, there is less chance of getting pregnant. You have to rule out pregnancy by urine hCG (human chorionic gonadotropin) test. You can do this test at home. If pregnancy is not present, then thyroid problem and diabetes should be ruled out. Excess stress, obesity, prolonged fasting can also lead to a delayed period. You can consult a gynecologist for examination if needed. For more information consult a family physician online -->"
73,ruslanmv_ai_medical_chatbot,Q. What is the treatment for inguinal lymphadenopathy?,"Patient: Hi doctor, I am a 55 year old male. I am suffering from inguinal lymphadenopathy. 2 years ago I have this on right side and now on left side. There is a square shallow knot present on the right side now. I have stiffness and rigidity especially in the left arm and occasional limited movements. Also I have discomfort in my legs and inguinal region. On ultrasound it was observed lipomatosis of inguinal lymphs. I have painful point in inguinal region, only if I press. I have noticeable weakness, but no weight loss. Occasionally I feel very low energy and could not maintain erection. I feel numbness in the shoulder or finger when wake from sleep. I have low sedimentation rate. There is no abnormal blood and urine finding. I had blood test and it is negative for all infectious diseases such as Lyme, cat scratch, AIDS, etc. Please help with some suggestion. Thank you.

Doctor: Hi. I assure you not to worry as all things may get settled with proper care and follow-up. 1. Inguinal lymph nodes usually get prominent due to some infection (that you say have been ruled out) or some primary pathology of the nodes themselves.  2. The knots you are talking about also warrants to rule out if that is a vein pathology or lymph nodes can be benign or cancerous changes. Biopsy of the nodes is mandatory especially when there we see changes on ultrasound.  3. Weakness can be due to hemoglobin or red blood cell deficiency. Other causes of weakness may be hypothyroidism or fluid and electrolyte imbalances.  4. Your low sedimentation rate may be due to red blood cell, white blood cell changes and protein abnormality. Sickle cell disease also may cause it. But clinical correlation is the key and for that your physician needs to go for physical examination and if suspicion arises, he may refer you to hematologist.  5. Pain in the lymphatic region can be due to lymph nodes being pressed on or it is possibly from lipomatous changes.  6. I also prefer you to get a detailed heart evaluation from cardiologist as weakness, shoulder and arm issues warrant that too. This kind of symptoms also needs screening for hypertension and diabetes mellitus. Your physician can help you for that too.  7. If you have got tested the above in past 8 weeks, you may upload the reports here for my review and diagnosis. If more than 8 weeks old, please go for repeat fresh tests. Biopsy and histopathology of the lymph nodes. Can be decided on investigations and diagnosis. Revert back with the investigation reports to an internal medicine physician online.--->"
74,ruslanmv_ai_medical_chatbot,Q. Is it normal to have cobblestone appearance at the back of throat after tonsillectomy?,"Patient: Hello doctor, I had tonsillectomy about a month ago. I had been healing but I am concerned about my healing process. My uvula has gotten smaller and has strange color plus I see cobblestone at the back of throat and blue or dark red color surrounding soft palate. And there are visible blue or red blood vessels everywhere around the palate and arch.

Doctor: Hi. All these are normal after tonsillectomy surgery. I will suggest some steps to relieve some of the symptoms you are facing. Gargles with Benzydamine mouth wash diluted in water few times daily will help soothe the area and relieve pain. You may also take Tylenol for a few days for the pain relief. To relieve inflammation (the engorged blood vessels and cobblestone formation) you can take a combination of Trypsin Chymotrypsin Bromelain Rutopside. This medicine will relieve inflammatory cells and products from the area. Cobblestone formation is normal after the surgery. Regarding the reduced length of the uvula and the scarring on the palate, I would say, they are due to bad surgical technique. We carefully dissect the tonsil out of the pillars so that there is nil scarring of pillars and change to the uvula. We use a coblator for the purpose that minimizes bleeding and postoperative pain."
75,ruslanmv_ai_medical_chatbot,Q. What does abutment of the nerve root mean?,"Patient: Hi doctor,I am just wondering what is abutting and abutment of the nerve root means in a back issue. Please explain. What treatment is required for annular bulging and tear?

Doctor: Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->"
76,ruslanmv_ai_medical_chatbot,Q. Will Nano-Leo give permanent solution for erection problem?,"Patient: Hello doctor, I am 48 years old. I am experiencing weak erection and difficulty in sustaining the same. This condition was observed 10 years back. Also, there is premature ejaculation. Other physical ailments that I have are, I am suffering from hypertension and taking Amlopres-L (Amlodipine and Lisinopril) for the last 10 years, high cholesterol and triglycerides. My cholesterol level is 225 and triglyceride is 200 for the last 12 years. I used to do frequent masturbation in early age. I do have erection during morning hours many times, particularly after sound sleep or if I had long walk previous day. I am having Sildenafil 25 mg or 5 mg Cialis, which is effective enough. But, I wish to get rid of tablet support and live natural way. I consulted urologist today and he prescribed me Nano-Leo capsules and Modula 5 mg for 10 days. I wish to have your second opinion on this. Please guide.

Doctor: Hi. For further doubts consult a sexologist online -->"
77,ruslanmv_ai_medical_chatbot,"Q. Every time I eat spicy food, I poop blood. Why?","Patient: Hi doctor, I am a 26 year old male. I am 5 feet and 9 inches tall and weigh 255 pounds. When I eat spicy food, I poop blood. Sometimes when I have constipation as well, I poop a little bit of blood. I am really scared that I have colon cancer. I do have diarrhea often. I do not have a family history of colon cancer. I got blood tests done last night. Please find my reports attached.

Doctor: Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->"
78,ruslanmv_ai_medical_chatbot,Q. Will Kalarchikai cure multiple ovarian cysts in PCOD?,"Patient: Hello doctor, I have multiple small cysts in both ovaries (PCOS). Our family friend suggested me to consume Kalarchikai medicine, powdered mixed with pepper and honey to have it for one mandalam (48 days). I have completed nearly 44 days by consuming one small ball of the mixture every morning and before two weeks I got my periods. Then I had checked whether the cysts were dissolved by having an abdomen scan. But still, small multiple follicules have been seen in it with both ovaries enlarged. Kindly suggest me what I can do further. I got married before one and a half years and I am much worried about my pregnancy. I have gallstones as well.

Doctor: Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help."
79,ruslanmv_ai_medical_chatbot,Q. I masturbate only by rubbing the tip of the penis. Is it a wrong way?,"Patient: Hi doctor, During masturbation I just rub the tip of the penis and not the entire penis. Is it a wrong way of doing? I do not get excited during sex and unable to ejaculate. Only, rubbing the tip of the penis gives me excitement. Also, two weeks ago, I have undergone circumcision as my foreskin did not retract. Before circumcision too, I have the same problem. Please help.

Doctor: Hi. For further doubts consult a sexologist online -->"
80,ruslanmv_ai_medical_chatbot,Q. Will Nano-Leo give permanent solution for erection problem?,"Patient: Hello doctor, I am 48 years old. I am experiencing weak erection and difficulty in sustaining the same. This condition was observed 10 years back. Also, there is premature ejaculation. Other physical ailments that I have are, I am suffering from hypertension and taking Amlopres-L (Amlodipine and Lisinopril) for the last 10 years, high cholesterol and triglycerides. My cholesterol level is 225 and triglyceride is 200 for the last 12 years. I used to do frequent masturbation in early age. I do have erection during morning hours many times, particularly after sound sleep or if I had long walk previous day. I am having Sildenafil 25 mg or 5 mg Cialis, which is effective enough. But, I wish to get rid of tablet support and live natural way. I consulted urologist today and he prescribed me Nano-Leo capsules and Modula 5 mg for 10 days. I wish to have your second opinion on this. Please guide.

Doctor: Hi. For further doubts consult a sexologist online -->"
81,ruslanmv_ai_medical_chatbot,"Q. Despite negative pregnancy test, I did not get my periods. What to do?","Patient: Hi doctor, I had unprotected sex with my husband after five days of my last periods and took an i-pill immediately. I did not get my periods yet and my two home pregnancy tests were negative. My periods are always regular prior to this. I am under regular medication of Eltroxin 100 mcg. Please help me.

Doctor: Hi. Revert back after a week to an obstetrician and gynaecologist online -->"
82,ruslanmv_ai_medical_chatbot,"Q. After oil massage, my lower back is full of acne. Any suggestions?","Patient: Hello doctor, So I never had acne on the back, maybe one or two single, but after visiting this massage center, which I know was a big mistake, my lower back is full of acne. I tried a couple of ointments, did not work. Cortisone helped a little, but not really. I think I need oral back up, any suggestions?

Doctor: Hello. Apply Adapalene and Benzoyl peroxide 2.5 % combination gel at bedtime over the back. Do not apply Cortisone cream (steroid). It can lead to worsening of the condition. Clinical photographs would have helped. For more information consult a dermatologist online -->"
83,ruslanmv_ai_medical_chatbot,Q. A 10-year-old girl obsess spanking frequently. Is this due to Asperger's syndrome?,"Patient: Hello doctor, I am afraid that my 10-year-old daughter might have Asperger's syndrome. She obsesses over spankings all day long. She watches videos of spankings all day long also, and she fantasizes of getting hit. She even spanks her brothers and sisters. I can tell it gives her some pleasure. She has no friends, and she wants to sit fantasizing about it if she does not have an iPad to look it up. She also obsesses a specific type of people. Does she have Asperger's? Is this a symptom of it or something?

Doctor: Hello. Your daughter is into the screen most of the time, and hence, it will be her primary advisor. She is just modeling what she sees and is quite common at this age. Try to minimize her interaction with the screen. She requires more human interaction. Put her in extracurricular activities to the maximum. Spend time with the child talking to her, and she will like it. Do not punish her, as it will have a negative impact, and the behavior can increase because of scolding. She will slowly get out of it. You can review with me for further follow-up."
84,ruslanmv_ai_medical_chatbot,Q. We are trying to get pregnant but we lack high libido. Please help.,"Patient: Hello doctor, Trying to get pregnant from last one year. All the tests for both of us are fine. The only problem is we are not very high on libido.

Doctor: Hello. By saying that all tests were normal, I hope you mean 1. Blood sugars, thyroid profile, and prolactin hormone levels. 2. Husband's semen analysis. 3. Wife's scan of uterus and ovaries. 4. Fallopian tube patency tested with HSG (hysterosalpingography) or laparoscopy. Now for loss of libido, the following reasons are to be addressed. 1. Above mentioned blood tests. 2. Kindly seriously think of shedding few kgs. Your expected body weight is 52 to 57 kgs. 3. Try to reduce any physical or mental stress. Diabetes has to be ruled out with HbA1c. If all these are normal, there is no reason for you to worry, and you will surely get pregnant. I hope I have clarified your query, do write back if any more questions."
85,ruslanmv_ai_medical_chatbot,Q. How to diagnose celiac disease from deamidated gliadin IgG level?,"Patient: Hi doctor, My friend had his deamidated gliadin IgG antibody test done recently. The test result is 152. Does it mean that the person is having celiac disease?

Doctor: Hi. Deamidated gliadin IgG antibody level of more than 30 is diagnostic of celiac disease. Since the number mentioned by you is 152, it indicates that the person is having celiac disease."
86,ruslanmv_ai_medical_chatbot,Q. Can sound from a loudspeaker cause any effect on my eardrum?,"Patient: Hi doctor, I went to a chant few days back. There the loudspeaker was very loud. The very next day I noticed that there is ringing in my left ear. Now, it has been four days, but it has not gone. Can you help me? I am very scared. Has it caused any effect on my eardrum? Please see to it. Thank you.

Doctor: Hello. From your history of noise exposure and symptoms, it is suggestive of acoustic trauma. It occurs after a single exposure to very intense sound which cause damage to the organ of corti or damage the hair cells. Symptoms include ringing sensation in ear known as tinnitus and hearing loss. Treatment depends on severity of symptoms. If only tinnitus is present, protect the ear from further damage and also take some neuroprotective drugs. But, first you need to do a pure tone audiometry (PTA) to assess the severity. 1. PTA. 2. Tympanometry. Acoustic trauma. 1. Capsule Zincosule-4G (Multivitamin) once daily. 2. Tablet Defcort (Deflazacort) 12 mg once daily for seven days. Avoid loud sounds."
87,ruslanmv_ai_medical_chatbot,Q. I had unprotected sex during my infertile days. Can I be pregnant?,"Patient: Hi doctor, I am 32 years old female. I had unprotected intercourse 14 days back with no ejaculation from his end. I took an I-pill the next day at 8 PM for precaution. Those were my infertile days as my last period occurred 36 days ago. It has been more than a month; still I have not got my periods. Could you suggest some ways to get back my periods? Thank you.

Doctor: Hi. Please wait for a week for your period to start. If it does not start by then, you will have to do urine pregnancy test to rule out pregnancy. Period could have been delayed due to stress. Another rare possibility is that of pregnancy. Though you mentioned the days you had sex as your infertile days, sometimes occasionally ovulation could be delayed making the days fertile. Still you had taken emergency pill (though it is highly effective in preventing pregnancy, protection offered is not absolute). So, there can be little chance of pregnancy which you need to rule out first. If you want to rule out pregnancy earlier, you can do blood beta-hCG test, negative result of which will rule out pregnancy. Other option as I told is to wait for a week. If pregnancy test comes negative and still period does not start, you can induce period by taking tablet Medroxyprogesterone acetate 10 mg twice daily for five days. Period generally starts within a week of last dose of tablet. It will not induce period if you are pregnant."
88,ruslanmv_ai_medical_chatbot,Q. I am bleeding with clots after using MTP kit. Is this normal?,"Patient: Hello doctor, I am 25 years old and had a pregnancy for five weeks. Four months back, I had used MTP kit. The problem is, even now I am having bleeding. Is this normal? How to sort this problem if it is not normal? Looking forward for your valuable feedback. Thank you.

Doctor: Hi. I understand your situation. This much of bleeding is considered unusual. Either the process of abortion has been incomplete, because of which the uterus is still trying to expel out the products of conception. Or you have some blood problem. Are you still passing clots? Or is it plain blood that is coming? Also, if you could tell me exactly how you proceeded to take the medicine it would give an idea of the cause of bleeding. For the time being, take tablet Tranexamic acid 500 mg, thrice a day. This will stop the bleeding, but not cure the problem. So, till the time we know exactly what is wrong, you can take this tablet. Incomplete abortion. Ultrasound pelvis for retained products of conception (RPOC) and CBC (complete blood count)."
89,ruslanmv_ai_medical_chatbot,Q. How do I fade the acne marks without laser treatment?,"Patient: Hello doctor, I have used Benzoyl peroxide gel for my acne and it has almost cleared. But, the acne left some red marks and blemishes on my cheek. I wanted to fade that redness on my skin. In the past, I used Epiduo gel. Please suggest me a product and guide me to remove that redness without laser treatment. Thank you.

Doctor: Hi. There is redness and some pus filled acne too (attachment removed to protect patient identity)."
90,ruslanmv_ai_medical_chatbot,Q. I am 13 weeks pregnant. Kindly explain about subseptate uterus.,"Patient: Hello doctor, I am 13 weeks pregnant. I have been diagnosed with subseptate uterus with the live fetus in the left horn. Baby is good, with heartbeat and growth. My doctor has advised me proper rest and some medicines. I want to know in detail about this subseptate uterus.

Doctor: Hello. Let me start with a few basic facts and further clinical correlates and effects. Every lady has two uterine tubes, which fuse at birth, and over time, the wall between the two tubes disappear. Now the uterus is converted into a single cavity uterus. The upper ends of tubes remain separate as two fallopian tubes. Sometimes the fusion is complete, but the partition does not disappear. If the tubes do not touch others or do not fuse at all, then you get bicornuate uterus. But if only the wall is partially removed, it forms subseptate uterus. If the wall does not disappear at all, then the septate uterus is formed. Now in both the last two conditions, the main problem is that the space inside the uterus is compromised. The best option was to have a hysteroscopic resection of septa then get pregnant. Having rest makes no difference. At 14 to 16 the week, she can undergo an elective cervical cerclage. Due to septa, uterus loses its polarity, and she is prone to cervical insufficiency. As space inside the uterus is compromised, she can have preterm pains, preterm labor. Due to septate, the baby presentation may not be head down. I hope I have clarified your query, do write back if any more questions."
91,ruslanmv_ai_medical_chatbot,"Q. Every time I eat spicy food, I poop blood. Why?","Patient: Hi doctor, I am a 26 year old male. I am 5 feet and 9 inches tall and weigh 255 pounds. When I eat spicy food, I poop blood. Sometimes when I have constipation as well, I poop a little bit of blood. I am really scared that I have colon cancer. I do have diarrhea often. I do not have a family history of colon cancer. I got blood tests done last night. Please find my reports attached.

Doctor: Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->"
92,ruslanmv_ai_medical_chatbot,Q. What does abutment of the nerve root mean?,"Patient: Hi doctor,I am just wondering what is abutting and abutment of the nerve root means in a back issue. Please explain. What treatment is required for annular bulging and tear?

Doctor: Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->"
93,ruslanmv_ai_medical_chatbot,Q. Will Nano-Leo give permanent solution for erection problem?,"Patient: Hello doctor, I am 48 years old. I am experiencing weak erection and difficulty in sustaining the same. This condition was observed 10 years back. Also, there is premature ejaculation. Other physical ailments that I have are, I am suffering from hypertension and taking Amlopres-L (Amlodipine and Lisinopril) for the last 10 years, high cholesterol and triglycerides. My cholesterol level is 225 and triglyceride is 200 for the last 12 years. I used to do frequent masturbation in early age. I do have erection during morning hours many times, particularly after sound sleep or if I had long walk previous day. I am having Sildenafil 25 mg or 5 mg Cialis, which is effective enough. But, I wish to get rid of tablet support and live natural way. I consulted urologist today and he prescribed me Nano-Leo capsules and Modula 5 mg for 10 days. I wish to have your second opinion on this. Please guide.

Doctor: Hi. For further doubts consult a sexologist online -->"
94,ruslanmv_ai_medical_chatbot,"Q. Every time I eat spicy food, I poop blood. Why?","Patient: Hi doctor, I am a 26 year old male. I am 5 feet and 9 inches tall and weigh 255 pounds. When I eat spicy food, I poop blood. Sometimes when I have constipation as well, I poop a little bit of blood. I am really scared that I have colon cancer. I do have diarrhea often. I do not have a family history of colon cancer. I got blood tests done last night. Please find my reports attached.

Doctor: Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->"
95,ruslanmv_ai_medical_chatbot,Q. Will Kalarchikai cure multiple ovarian cysts in PCOD?,"Patient: Hello doctor, I have multiple small cysts in both ovaries (PCOS). Our family friend suggested me to consume Kalarchikai medicine, powdered mixed with pepper and honey to have it for one mandalam (48 days). I have completed nearly 44 days by consuming one small ball of the mixture every morning and before two weeks I got my periods. Then I had checked whether the cysts were dissolved by having an abdomen scan. But still, small multiple follicules have been seen in it with both ovaries enlarged. Kindly suggest me what I can do further. I got married before one and a half years and I am much worried about my pregnancy. I have gallstones as well.

Doctor: Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help."
96,ruslanmv_ai_medical_chatbot,Q. I masturbate only by rubbing the tip of the penis. Is it a wrong way?,"Patient: Hi doctor, During masturbation I just rub the tip of the penis and not the entire penis. Is it a wrong way of doing? I do not get excited during sex and unable to ejaculate. Only, rubbing the tip of the penis gives me excitement. Also, two weeks ago, I have undergone circumcision as my foreskin did not retract. Before circumcision too, I have the same problem. Please help.

Doctor: Hi. For further doubts consult a sexologist online -->"
97,ruslanmv_ai_medical_chatbot,Q. What causes respiratory problem in a 36-year-old?,"Patient: Hello doctor, My mother is 36 years old, and she is suffering from the respiratory problem from last two days, her hemoglobin count is 9.6, can you please tell what causes this problem?

Doctor: Hello. I have read through your question and would like to tell you that respiratory problems can be due to allergic or due to infection. Her Haemoglobin could be due to dietary deficiency. Give her iron-rich diet like dates, banana, and green leafy vegetables. If the respiratory problem is due to infection, then she may need an antibiotic course. For now, steam inhalation will help to relieve her. Steam inhalation with menthol twice daily. If her condition does not improve in two days, get her checked by a physician. If her Hemoglobin does not improve in one month, get a complete blood profile done to know the cause of anemia. I hope that answers your question. If you have any further questions, please feel free to write."
98,ruslanmv_ai_medical_chatbot,"Q. During orthodontic treatment, when will they remove the blue fillings?","Patient: Hello doctor, Today is my fourth day of braces, so I was just wondering when my blue fillings will be removed. The blue fillings purpose is to prevent me from biting down on the braces, but when will they get removed? Also, when will I feel comfortable biting down on my fillings, since my teeth are sore and it hurts, or when will I get actually to chew since I can only swallow?

Doctor: Hello. Blue fillings or bites are removed when your teeth are better aligned, and deep bite (if present) is improved or corrected enough to prevent interference of upper teeth to lower braces. It takes a while to get used to the blue bites, usually 7 to 14 days. However, chewing continues to be less effective for longer. It is advisable to eat soft foods and supplement with nutritious juices and smoothies."
99,ruslanmv_ai_medical_chatbot,Q. Current dose of Synthyroid is 150 mg. What is the recommended dose to get normal thyroid level?,"Patient: Hello doctor,My 24 years old daughter born without a thyroid and treated with Synthroid since birth has a TSH level of 23.980 uIU/mL and T4 Free of 1.57 mg/dl on the current dose of Synthroid 150 mcg. Her weight is 150 lbs and height 5' 4"". Her endocrinologist increased her dose to 300 mcg, thinking her dose had been 250 mcg (incorrect). What is the correct dose to return to normal thyroid levels for this condition at her age and weight?

Doctor: Hello. It is better to increase the dose by 25 mcg, i.e. 175 mcg if she was using 150 mcg till date escalating the dose or thyroid medication will be like 25 to 50 mcg at a time. Not double the dose causes severe sickness. As you mentioned, she was Synthroid (Levothyroxine). It is better to continue the medication to maintain a normal thyroid level for a long time. After using this medication 175 mcg, it is better to repeat the thyroid profile after six weeks to check for that thyroid level."
100,ruslanmv_ai_medical_chatbot,Q. Is it too risky for me to marry someone with sickle cell trait if I have beta thalassemia trait?,"Patient: Hi doctor, I have beta thalassemia plus trait (AT+) and want to marry a man with sickle trait (AS). Please see the attached file of my beta thalassemia DNA genetics. Please give me the possibilities of our baby. I know there is a 25 % chance that the baby might have sickle beta plus thalassemia (ST+). But, will the symptoms be severe or mild or that of a carrier with very slight symptoms, that he/she will not need blood transfusions at all. What is your recommendation doctor? We love each other and want to be sure about our baby in the future. I am looking forward to your reply

Doctor: Hello. I have seen the reports (attachment removed to protect patient identity). Take care. Hope this will help you. For more information consult a hematologist online -->"
